,1. open,2. high,3. low,4. close,5. volume
2023-01-27,61.3400,61.9550,61.0500,61.7400,969068
2023-01-26,61.8400,62.1700,61.3500,61.4000,903928
2023-01-25,61.2400,62.1700,60.7950,61.9300,1888676
2023-01-24,60.2500,61.5700,59.7600,61.3500,1316186
2023-01-23,59.3500,60.5000,59.1750,60.1400,1493877
2023-01-20,58.9300,59.7600,58.0800,59.6400,2006780
2023-01-19,60.4400,60.5800,59.2000,59.2500,1643612
2023-01-18,62.8700,62.8700,60.4700,60.5200,2224035
2023-01-17,62.8900,63.2850,62.0800,62.5700,1655302
2023-01-13,63.5100,63.9150,62.8000,62.8900,1008980
2023-01-12,64.3800,64.6600,63.6800,63.9200,1102639
2023-01-11,64.1800,64.5900,64.0900,64.4100,1128319
2023-01-10,63.8100,64.2700,63.4800,64.1800,1315918
2023-01-09,64.5800,65.1050,64.1050,64.2800,1312577
2023-01-06,63.5400,65.3900,63.3600,64.7800,1646450
2023-01-05,63.5000,63.8400,62.6400,62.9900,1301087
2023-01-04,63.3500,64.4600,63.0500,63.8900,1454732
2023-01-03,63.6800,63.6800,61.8600,62.9300,1194626
2022-12-30,63.5200,63.7175,62.3750,62.9300,742780
2022-12-29,63.5400,63.8450,63.3600,63.5200,796320
2022-12-28,63.4800,63.8100,62.8800,63.2300,1034528
2022-12-27,63.4600,63.5600,62.9900,63.4800,833499
2022-12-23,62.5300,63.3600,62.2700,63.3400,837349
2022-12-22,62.8100,62.9550,61.6500,62.6100,988458
2022-12-21,62.3300,63.0600,62.0200,63.0200,1542280
2022-12-20,61.6000,62.2800,61.2800,62.0100,1561168
2022-12-19,61.9400,62.1900,61.3000,61.6900,1687211
2022-12-16,62.2200,62.4000,60.7700,61.9100,3053834
2022-12-15,62.9400,63.2000,62.1750,62.8000,1348119
2022-12-14,63.3600,64.2450,62.6700,63.0500,1719188
2022-12-13,63.8600,64.3000,62.6250,63.2500,2136386
2022-12-12,62.8900,63.1700,62.3100,63.1400,1620626
2022-12-09,61.9700,63.4000,61.8200,62.3900,2691936
2022-12-08,59.7500,62.1200,59.1800,62.0000,3708114
2022-12-07,58.4700,59.7100,58.3700,59.6700,4444047
2022-12-06,58.1200,58.5100,57.8200,58.4700,3225079
2022-12-05,57.9100,58.5300,57.8100,58.1600,3355764
2022-12-02,58.4400,58.7150,57.9400,58.5000,1994780
2022-12-01,59.8100,60.0650,58.5900,58.8800,2710028
2022-11-30,57.9900,59.2600,57.5000,59.2100,8247183
2022-11-29,57.7700,58.4450,57.0900,58.0700,2733814
2022-11-28,58.6000,59.0400,58.2700,58.6900,3798726
2022-11-25,58.7700,59.2244,58.3500,59.0100,1134566
2022-11-23,58.0400,58.6600,57.5750,58.3300,3531496
2022-11-22,58.7400,59.5800,58.6550,59.2000,5398230
2022-11-21,58.5000,58.9350,58.2100,58.4000,3053445
2022-11-18,58.8200,59.1150,57.6150,58.6500,5822484
2022-11-17,58.4200,58.8100,57.9800,58.1900,2308835
2022-11-16,59.9200,60.6600,59.3200,59.4500,2536741
2022-11-15,58.3000,59.9700,58.3000,59.7100,3639664
2022-11-14,59.6400,59.7400,57.4200,57.4300,2752733
2022-11-11,61.6100,61.6450,58.9088,59.3900,2466020
2022-11-10,61.8800,62.1100,59.6700,61.7000,2212016
2022-11-09,61.2200,61.4900,59.4400,60.1300,2902135
2022-11-08,61.4400,61.9950,61.0600,61.4800,1873051
2022-11-07,62.6000,62.6000,60.4600,61.2400,1444535
2022-11-04,61.8500,62.6900,60.3100,62.6000,2309243
2022-11-03,60.0100,62.0300,59.7200,61.5400,2044709
2022-11-02,60.8300,62.4700,60.7300,60.7700,1365106
2022-11-01,61.2700,61.6500,60.6700,61.1600,1377674
2022-10-31,61.8300,61.8400,60.6000,61.1300,1714745
2022-10-28,60.3600,62.0150,60.3600,61.9600,763865
2022-10-27,59.8700,60.6550,59.8700,60.2000,1295465
2022-10-26,59.8400,60.1050,59.2700,59.3200,1458101
2022-10-25,58.5500,60.0300,58.4300,59.4600,1966967
2022-10-24,58.7300,59.2150,57.9800,58.4300,2292986
2022-10-21,57.3700,58.5700,56.9850,58.1600,861272
2022-10-20,58.2300,58.2700,56.8000,57.0400,688143
2022-10-19,58.1200,58.5500,57.6500,58.3200,642653
2022-10-18,58.2100,58.9850,57.9700,58.8500,1029346
2022-10-17,56.9300,58.0100,56.9300,57.2700,910820
2022-10-14,57.4600,57.9200,55.9100,56.2700,862109
2022-10-13,54.4600,57.1100,54.1200,56.8700,1689266
2022-10-12,57.1800,57.1800,55.0900,55.1100,1231518
2022-10-11,57.1600,58.2800,56.9800,57.3500,1072456
2022-10-10,57.2000,57.8300,56.9700,57.4200,968709
2022-10-07,58.0400,58.2200,56.6700,57.0400,1411844
2022-10-06,59.9500,59.9500,57.8800,58.0300,1881670
2022-10-05,61.2400,61.2890,59.8600,60.1600,1337980
2022-10-04,61.2600,62.3000,60.9300,62.0300,1492793
2022-10-03,60.5200,61.5700,59.8000,60.7800,2057524
2022-09-30,60.8400,61.0100,59.2600,59.4000,2004985
2022-09-29,63.1900,63.1900,60.4300,60.4900,1467591
2022-09-28,63.7300,63.8200,62.9650,63.2200,1666371
2022-09-27,63.7700,64.2043,62.6800,62.9300,1367926
2022-09-26,64.9900,65.0000,62.6400,63.5000,1159105
2022-09-23,65.2400,65.5113,64.2200,64.9500,1230038
2022-09-22,65.8400,66.2700,65.3900,65.8800,1027221
2022-09-21,67.1000,67.6600,65.9300,65.9500,639520
2022-09-20,67.1200,67.3800,66.2300,66.7100,752828
2022-09-19,66.9400,67.7900,66.6500,67.6600,782408
2022-09-16,67.7000,68.1100,66.9350,67.0700,1857718
2022-09-15,69.3700,69.3700,67.4700,67.5600,1722448
2022-09-14,68.9800,70.0400,68.9800,69.6300,994520
2022-09-13,70.1200,70.5400,68.5400,68.8100,703095
2022-09-12,70.2900,71.1300,70.1100,70.8200,715258
2022-09-09,70.2500,70.6200,69.7400,70.1500,652162
2022-09-08,69.8500,70.6300,69.7400,70.1200,575482
2022-09-07,68.3400,70.2090,68.3400,70.1200,852782
2022-09-06,68.5300,69.3800,67.8600,68.0200,1123009
2022-09-02,69.7600,70.3600,68.2100,68.3700,830607
2022-09-01,68.6900,69.9500,68.4300,69.7400,773206
2022-08-31,69.4000,69.6400,68.4950,68.5300,940132
2022-08-30,70.0800,70.5800,69.1100,69.3900,787383
2022-08-29,69.1200,70.6900,68.6500,70.1700,683515
2022-08-26,70.4300,70.6600,69.3400,69.4800,608183
2022-08-25,70.2200,70.6300,69.7600,70.4200,577759
2022-08-24,69.9100,70.2500,69.6724,70.1200,916055
2022-08-23,70.2400,70.2500,69.6000,70.0200,562306
2022-08-22,71.0400,71.3300,70.1400,70.2600,735211
2022-08-19,71.0600,71.4800,70.4500,71.3300,1006471
2022-08-18,70.5700,71.0300,70.4200,70.9400,602972
2022-08-17,71.0400,71.4650,71.0100,71.1300,731792
2022-08-16,71.2400,71.5800,71.0215,71.2100,1038151
2022-08-15,70.9200,71.5300,70.7200,71.4300,928600
2022-08-12,69.7400,70.9500,69.6200,70.8900,565606
2022-08-11,69.4200,70.3100,69.1000,69.3400,910026
2022-08-10,69.8800,69.9300,68.9950,69.5700,838150
2022-08-09,69.0200,69.6900,68.7200,69.5400,1127305
2022-08-08,68.5400,68.7500,68.0600,68.6400,961090
2022-08-05,68.1600,68.3900,66.8800,67.8300,670058
2022-08-04,67.2800,68.7700,66.7500,68.2400,1130765
2022-08-03,68.0000,68.5200,67.0700,68.3700,836231
2022-08-02,68.6200,68.8600,67.8200,68.0000,1102755
2022-08-01,68.0700,68.5300,67.5800,68.4700,1125432
2022-07-29,67.6100,68.5800,67.6100,68.2600,2512657
2022-07-28,66.9600,67.8200,66.5550,67.6100,990708
2022-07-27,65.4200,66.4300,65.2600,66.4000,1253664
2022-07-26,64.8100,65.7900,64.4900,65.7000,924147
2022-07-25,64.1500,64.9900,64.0000,64.9500,853469
2022-07-22,63.7300,64.3500,63.6600,64.3100,745974
2022-07-21,63.1200,63.3900,62.5875,63.3700,808877
2022-07-20,64.4000,64.6350,63.1400,63.1500,1052189
2022-07-19,64.5500,65.0100,64.3200,64.3600,872524
2022-07-18,64.9100,65.0400,64.1650,64.4300,759286
2022-07-15,65.3000,65.3000,64.0700,65.0400,896068
2022-07-14,63.4000,64.9800,63.4000,64.8200,612385
2022-07-13,64.5400,65.3900,64.2550,64.4900,751484
2022-07-12,64.7400,65.8500,64.6600,64.9700,734270
2022-07-11,64.2900,64.9900,64.1700,64.9600,575951
2022-07-08,64.7000,64.8500,63.9800,64.4000,789116
2022-07-07,65.2400,65.6550,64.4400,64.4400,998266
2022-07-06,64.2400,65.7400,64.0700,64.9600,979486
2022-07-05,66.5700,66.5700,63.2800,64.0100,1023416
2022-07-01,65.5300,66.9500,64.9626,66.8100,1580198
2022-06-30,64.4300,65.6800,64.0750,65.2500,1485631
2022-06-29,64.8700,65.3100,64.6400,65.1600,786923
2022-06-28,65.2400,65.7900,64.7000,64.7400,664776
2022-06-27,63.8300,65.1000,63.5100,64.9700,840578
2022-06-24,62.6600,64.3100,62.6400,64.1100,1338171
2022-06-23,61.4300,62.5300,61.2300,62.4400,1501339
2022-06-22,60.6400,61.8400,60.5250,61.2200,1157476
2022-06-21,60.1500,61.3300,60.0000,60.9400,1229005
2022-06-17,61.1100,61.3700,59.3439,60.1400,3093620
2022-06-16,60.5700,60.8900,60.1100,60.7400,1930673
2022-06-15,61.7900,62.1300,60.5400,61.3100,1386312
2022-06-14,63.3600,63.7300,60.3100,61.3200,1768370
2022-06-13,66.2700,66.2700,63.0600,63.3000,1370278
2022-06-10,66.5700,67.5100,66.1700,66.7500,1419864
2022-06-09,68.9900,69.5250,67.3700,67.3700,1140062
2022-06-08,70.2000,70.2200,68.9100,68.9800,1150795
2022-06-07,70.2100,70.6900,69.4100,70.5500,2016087
2022-06-06,70.2300,70.5300,69.8700,70.4000,1766810
2022-06-03,69.9000,70.3500,69.6500,70.0100,1409729
2022-06-02,70.1600,70.2000,68.7000,70.0100,1382734
2022-06-01,70.2200,70.2200,69.4800,70.0100,1390377
2022-05-31,69.8000,70.3100,69.2200,69.9400,2408465
2022-05-27,69.3300,70.5800,69.2900,70.5700,1126854
2022-05-26,69.9400,70.2500,69.4200,69.5600,715273
2022-05-25,69.4700,69.7000,69.1100,69.5200,1092901
